-49.5 0 0 5 5 0 5.21653 0.00124643 2.16867 0.00936227 1.10392 -0.0802376 50.3616 49.5 9.27581 0.032375 1 0	0
-49 0 0 5 5 0 5.25027 0.00136292 2.52074 0.0114601 1.4447 -0.0542704 49.7369 49 8.52965 0.001206 2 0	0
-48.5 0 0 5 5 0 5.24338 0.000739988 2.48855 0.00656328 1.81692 -0.0228884 49.1175 48.5 7.76375 0.001494 3 0	0
-48 0 0 5.23629 5.23629 -6.04742e-08 5.23629 0.000332469 2.45093 0.00313061 2.17727 -0.00861556 48.5049 48 6.98028 0.001693 4 0	0
-47.4764 -3.16661e-09 -6.04742e-09 5.48983 5.48983 -5.58503e-08 5.48983 0.000220626 2.63548 0.00218544 2.39269 -0.00479029 47.8771 47.4764 6.18132 0.000959 5 0	0
-46.9274 -9.55262e-09 -1.16324e-08 5.60837 5.60837 -8.36118e-08 5.60837 2.49882e-05 1.34428 0.000576449 2.65797 0.00276769 47.2335 46.9274 5.36882 0.002363 6 0	0
-46.3666 -2.07658e-08 -1.99936e-08 5.72044 5.72044 -8.37594e-08 5.72044 -3.26981e-06 1.27331 0.000341321 2.52032 0.00395196 46.5887 46.3666 4.54457 0.00285 7 0	0
-45.7945 -3.69944e-08 -2.83696e-08 5.84714 5.84714 -7.908e-08 5.84714 -9.12391e-06 1.42137 0.0002803 2.57813 0.00410067 45.9446 45.7945 3.71021 0.001184 8 0	0
-45.2098 -5.82064e-08 -3.62776e-08 5.97237 5.97237 -7.34887e-08 5.97237 -1.17619e-05 1.40397 0.00024145 2.52247 0.00406129 45.3006 45.2098 2.8672 0.000752 9 0	0
-44.6126 -8.42618e-08 -4.36264e-08 6.09166 6.09166 -6.74959e-08 6.09166 -1.29647e-05 1.34507 0.000211523 2.50205 0.00392008 44.6581 44.6126 2.01684 0.00073 10 0	0
-44.0034 -1.14949e-07 -5.0376e-08 6.20441 6.20441 -6.1337e-08 6.20441 -1.33579e-05 1.28002 0.000186728 2.47831 0.00372069 44.0187 44.0034 1.16024 0.001975 11 0	0
-43.3829 -1.5001e-07 -5.65097e-08 6.31074 6.31074 -5.5189e-08 6.31074 -1.33068e-05 1.21666 0.000164958 2.45788 0.00348889 43.384 43.3829 0.298406 0.000649 12 0	0
-42.7519 -1.89155e-07 -6.20286e-08 6.41099 6.41099 -4.91008e-08 6.41099 -1.29107e-05 1.15636 0.00014621 2.4391 0.00324096 42.7556 42.7519 0.567836 0.002063 13 0	0
-42.1108 -2.32069e-07 -6.69387e-08 6.50549 6.50549 -4.31672e-08 6.50549 -1.23562e-05 1.09934 0.000129333 2.42257 0.00298844 42.1353 42.1108 1.43776 0.00074 14 0	0
-41.4602 -2.78424e-07 -7.12554e-08 6.59454 6.59454 -3.74687e-08 6.59454 -1.17064e-05 1.0455 0.00011414 2.40734 0.0027386 41.5246 41.4602 2.31076 0.002263 15 0	0
-40.8008 -3.27885e-07 -7.50023e-08 6.67846 6.67846 -3.20156e-08 6.67846 -1.09572e-05 0.99471 0.000100965 2.39373 0.00249668 40.925 40.8008 3.18633 0.002067 16 0	0
-40.1329 -3.80113e-07 -7.82038e-08 6.75753 6.75753 -2.68064e-08 6.75753 -1.01751e-05 0.94689 8.93416e-05 2.38101 0.00226623 40.3382 40.1329 4.06401 0.002344 17 0	0
-39.4572 -4.34771e-07 -8.08845e-08 6.83204 6.83204 -2.18576e-08 6.83204 -9.39193e-06 0.901749 7.90528e-05 2.36946 0.00204934 39.7656 39.4572 4.94347 0.000812 18 0	0
-38.774 -4.91525e-07 -8.30702e-08 6.92984 6.92984 -1.74178e-08 6.92984 -8.73492e-06 1.13182 7.37133e-05 2.40834 0.00190244 39.5904 38.774 7.99877 0.001598 19 0	0
-38.081 -5.50298e-07 -8.4812e-08 7.00266 7.00266 -1.29633e-08 7.00266 -8.04863e-06 0.883725 6.49612e-05 2.34125 0.00171475 38.7999 38.081 7.43469 0.002168 20 0	0
-37.3807 -6.10597e-07 -8.61083e-08 7.11787 7.11787 -9.77745e-09 7.11787 -7.72945e-06 1.30164 6.27733e-05 2.42424 0.0016461 38.0048 37.3807 6.85922 0.001044 21 0	0
