00	-49.4999	-4.7554e-09	5	2.06067	-7.66814e-09	4.99994	0.0133108
00	-48.976	6.74875e-05	5.21653	2.16867	0.00124643	5.21653	0.00936227
00	-48.4294	0.00022793	5.44381	2.25072	0.00170318	5.44381	-0.0010244
00	-47.8592	0.00037663	5.67472	2.23235	0.000997459	5.67472	-0.0126122
00	-47.2657	0.000394535	5.89759	2.09405	-0.000811522	5.89759	-0.0221319
00	-46.6502	0.000183028	6.10067	1.85081	-0.00341041	6.10067	-0.0278274
00	-46.0153	-0.000317269	6.2748	1.5363	-0.00636654	6.2748	-0.029069
00	-45.3642	-0.00111958	6.41476	1.1911	-0.00922624	6.41475	-0.0260271
00	-44.7006	-0.00219252	6.51944	0.854522	-0.0115826	6.51943	-0.0194021
00	-44.028	-0.0034673	6.59148	0.559101	-0.013118	6.59146	-0.0102039
00	-43.3495	-0.00484816	6.63633	0.327733	-0.0136268	6.63632	0.000423492
00	-42.6674	-0.00622432	6.66131	0.172517	-0.0130215	6.6613	0.0113377
00	-41.9834	-0.00748189	6.67439	0.0951327	-0.0113271	6.67438	0.0214984
00	-41.2984	-0.00851473	6.68324	0.0881925	-0.00866723	6.68323	0.0300374
00	-40.6124	-0.00923361	6.6944	0.137436	-0.00524364	6.6944	0.0363015
00	-39.9249	-0.00957298	6.7127	0.224114	-0.00131307	6.7127	0.0398741
00	-39.2351	-0.00949544	6.74094	0.327604	0.00283729	6.74094	0.0405772
00	-38.5418	-0.00899352	6.7798	0.427951	0.00691376	6.77979	0.0384587
00	-37.8441	-0.00808931	6.82803	0.507905	0.0106381	6.82802	0.0337677
00	-37.141	-0.00683177	6.88285	0.554707	0.0137666	6.88284	0.0269203
00	-36.4321	-0.00529247	6.94044	0.561122	0.016105	6.94042	0.0184611
00	-35.7174	-0.00355983	6.99654	0.526004	0.0175198	6.99651	0.00901862
00	-34.9971	-0.00173259	7.04708	0.454111	0.0179443	7.04706	-0.000738522
00	-34.2721	8.71806e-05	7.08876	0.35528	0.0173804	7.08874	-0.0101456
00	-33.5434	0.00180108	7.11949	0.243114	0.0158964	7.11948	-0.0185831
00	-32.8121	0.00332083	7.1387	0.133126	0.0136201	7.13869	-0.0255138
00	-32.0794	0.00457388	7.14739	0.0405583	0.0107289	7.14738	-0.0305146
00	-31.3463	0.00550789	7.14804	-0.0219126	0.00743656	7.14804	-0.0333017
00	-30.6133	0.00609364	7.1442	-0.0463181	0.003978	7.1442	-0.0337484
00	-29.8808	0.00632641	7.1399	-0.0312653	0.000592621	7.1399	-0.0318954
00	-29.1486	0.00622549	7.13893	0.0168419	-0.00249302	7.13893	-0.0279524
00	-28.4162	0.00583204	7.144	0.083765	-0.00508231	7.144	-0.0222916
00	-27.6829	0.00520515	7.15605	0.148743	-0.00702456	7.15605	-0.0154329
00	-26.9481	0.00441641	7.17362	0.1875	-0.00822904	7.17361	-0.00802175
00	-26.2113	0.00354312	7.19286	0.178062	-0.00867643	7.19285	-0.000799335
00	-25.4728	0.00266055	7.20809	0.10881	-0.00842682	7.20808	0.00543326
00	-24.7331	0.00183356	7.21344	-0.00955963	-0.00762382	7.21344	0.00985594
00	-23.9935	0.00110795	7.20605	-0.127983	-0.00649421	7.20605	0.0116743
00	-23.2552	0.00050223	7.19076	-0.138939	-0.00534294	7.19075	0.0101666
00	-22.5181	4.51162e-09	7.18767	0.150093	-0.00454325	7.18767	0.00473044
00	-49.4999	-2.12159e-08	5	2.04747	1.79594e-08	4.99992	0.00672016
00	-48.9761	5.83199e-05	5.21685	2.18071	0.00122361	5.21685	0.0121381
00	-48.4294	0.000227176	5.44517	2.25546	0.00181545	5.44517	-0.00245297
00	-47.859	0.000366168	5.67559	2.21709	0.000558449	5.67559	-0.0219923
00	-47.2655	0.000277317	5.8958	2.05794	-0.00256176	5.8958	-0.0377621
00	-46.6504	-0.000201692	6.09431	1.79897	-0.00691337	6.09431	-0.0456134
00	-46.0164	-0.00115261	6.26263	1.47588	-0.0116106	6.26262	-0.0445296
00	-45.3669	-0.00256492	6.39625	1.12884	-0.0157743	6.39623	-0.0354871
00	-44.7056	-0.00434537	6.49468	0.795303	-0.0186889	6.49465	-0.0205746
00	-44.0358	-0.00633935	6.56091	0.505462	-0.0198811	6.56088	-0.0023364
00	-43.3607	-0.00835722	6.60056	0.279889	-0.0191413	6.60054	0.0166966
00	-42.6825	-0.0102007	6.62086	0.128729	-0.016505	6.62084	0.0343169
